duration_sec
246
952
1039
451
665
527
338
846
353
1536
862
656
900
894
588
764
912
553
1344
932
768
509
525
623
805
768
1044
511
367
471
552
708
1097
526
668
355
1262
543
232
146
325
254
176
212
223
261
220
209
306
220
206
212
281
212
189
232
182
197
228
1107
236
225
560
285
1170
277
338
298
366
354
1064
422
579
430
217
335
248
591
322
328
1298
252
528
279
243
297
276
387
260
395
357
219
267
283
453
304
214
317
302
252
290
339
241
303
637
882
947
907
974
902
506
655
614
792
660
533
740
683
574
552
1401
327
530
340
456
535
427
1358
958
311
615
397
351
427
446
389
1116
441
922
733
852
821
858
781
694
1070
880
382
930
320
374
565
274
95
1415
167
738
747
627
718
625
700
744
1372
191
266
242
195
709
710
895
944
722
683
719
974
964
1205
1067
428
395
489
716
346
697
108
191
269
249
186
310
399
734
511
494
351
872
552
602
337
318
688
680
557
607
712
260
820
807
850
712
592
694
661
926
649
429
687
589
673
906
713
518
468
356
307
413
798
686
745
99
665
1347
1222
1270
1399
1534
1349
435
670
567
725
699
1422
1190
860
1044
987
246
172
117
170
440
529
537
630
699
237
316
818
415
669
852
758
611
169
151
586
479
247
599
769
634
264
243
267
225
271
233
360
357
330
408
339
511
927
950
537
617
350
314
513
367
928
892
670
419
487
892
600
681
770
846
276
260
360
309
323
444
266
365
318
296
336
351
274
277
363
756
826
427
919
1025
335
308
471
361
303
338
512
266
615
393
1464
479
375
410
313
339
440
947
1515
657
648
607
397
602
805
1046
990
935
767
950
512
798
768
696
1014
867
1104
950
846
811
635
603
876
726
919
872
534
836
445
990
381
296
193
295
348
261
427
445
295
717
483
379
413
480
432
283
472
572
374
415
370
489
499
550
429
352
381
975
1301
325
329
297
319
362
311
379
714
705
804
1024
645
760
720
737
720
1007
930
1069
884
833
960
913
975
901
1018
1332
1090
971
691
949
407
400
478
305
312
242
338
684
364
416
438
735
653
1396
661
556
305
553
139
138
164
157
126
157
175
128
191
140
132
171
147
262
390
431
402
258
334
348
297
485
297
339
329
737
529
442
364
298
427
486
369
480
741
630
795
713
770
734
1127
1059
769
614
852
839
533
371
437
619
604
539
581
541
464
479
587
990
640
217
279
256
746
865
896
796
1290
1219
299
250
778
543
1025
913
1195
1016
542
566
308
359
265
440
407
495
347
317
397
730
854
766
932
913
909
957
869
887
891
789
731
336
277
227
330
261
276
236
259
450
605
423
936
726
440
233
256
315
222
413
752
447
528
500
661
627
772
460
662
593
552
168
213
141
620
811
649
773
290
385
400
363
341
304
452
533
380
288
327
303
307
359
345
439
304
306
312
360
266
395
266
653
293
349
553
635
484
585
611
499
507
607
1119
984
547
485
573
795
828
508
411
512
204
186
172
126
187
171
174
180
206
683
244
252
293
770
1184
677
754
535
818
864
602
759
750
819
1083
838
875
652
565
538
599
571
528
850
945
597
578
779
667
1178
445
536
419
488
558
488
728
406
947
867
448
707
595
453
524
513
541
609
566
599
486
480
471
480
494
595
613
700
603
487
562
524
472
571
548
457
566
552
599
540
545
597
617
571
566
580
591
590
633
547
545
588
510
764
669
579
534
518
573
628
590
520
495
507
533
663
205
560
629
801
861
1095
997
830
806
1184
646
497
449
427
720
529
1458
1073
527
522
501
431
349
319
449
916
630
624
385
1204
761
840
883
762
458
188
180
211
201
194
192
605
159
215
156
218
218
308
207
266
178
203
183
474
158
204
186
262
194
222
228
558
201
256
206
230
254
223
211
203
307
222
268
195
217
148
223
295
642
285
202
187
213
193
373
1104
921
729
136
1474
197
211
173
605
580
388
466
557
502
617
483
1200
659
430
435
448
510
738
618
1317
1026
651
580
600
321
442
303
305
292
257
269
273
227
344
276
248
384
290
412
229
338
296
233
212
276
299
323
275
288
245
265
221
226
238
298
673
771
296
932
435
648
397
383
489
426
562
619
578
319
299
361
320
318
317
315
326
710
96
1050
241
784
1190
466
1106
563
415
361
428
300
362
423
389
1161
726
940
475
691
442
476
285
284
249
440
570
600
567
428
410
472
1386
664
998
1051
1230
1022
318
474
439
574
281
802
794
756
684
792
182
621
936
1084
385
594
729
924
556
292
1107
933
212
752
321
371
483
864
175
305
223
392
250
237
302
768
438
1353
458
407
1405
167
257
795
539
1019
846
1503
815
845
423
422
668
443
479
331
392
500
415
394
490
399
411
435
365
441
326
351
495
645
525
720
564
423
1371
544
540
763
1002
971
414
819
451
945
825
721
700
455
937
848
803
445
899
963
616
932
830
839
512
443
399
363
742
536
622
805
719
616
684
772
728
820
840
1432
180
250
422
126
272
200
149
168
345
187
195
180
489
223
212
202
178
131
345
404
224
265
304
140
289
272
185
199
151
316
455
141
127
194
157
369
188
158
125
175
261
195
239
246
165
178
163
966
439
379
72
165
1258
840
105
99
118
140
459
332
220
240
236
532
517
802
392
432
422
378
280
295
329
979
784
680
1218
920
815
856
673
877
418
412
797
1063
990
797
1307
790
642
729
872
598
679
817
921
788
1416
698
713
729
727
778
1313
869
696
1026
631
652
581
553
480
488
581
553
558
763
444
371
462
346
1466
944
598
804
848
665
674
677
808
443
302
492
356
966
564
520
693
687
408
433
613
1388
1057
1366
1536
1195
1430
1368
1404
1263
392
258
367
292
453
362
392
268
308
278
344
324
350
311
1120
250
771
938
1422
932
225
173
274
129
279
511
266
306
603
558
767
535
642
560
891
979
299
299
326
595
623
619
363
283
374
205
356
212
348
264
1207
1025
399
693
445
429
960
1176
1029
848
1105
972
968
1185
578
600
641
539
687
740
409
513
341
507
462
327
374
480
736
455
414
364
341
296
344
403
513
517
268
357
613
563
315
294
305
1094
394
326
404
364
357
681
671
1111
911
1098
844
750
1111
1131
1296
886
833
702
749
890
1508
813
447
621
1153
1133
712
894
729
762
677
589
901
709
1305
574
825
917
583
600
859
239
291
313
321
413
264
293
249
252
428
284
565
531
524
652
645
519
599
436
499
490
633
759
595
528
474
636
441
583
672
512
755
610
1491
1260
535
666
300
1191
661
1246
591
370
405
414
409
421
366
403
642
1066
430
156
148
176
215
195
282
587
496
381
419
439
419
428
406
386
567
482
419
551
1297
427
1127
1268
468
906
798
784
1264
982
281
323
403
164
189
205
415
296
274
442
260
135
104
608
198
627
439
341
280
363
576
400
306
311
295
388
362
351
445
285
334
302
155
991
143
247
150
171
182
357
371
427
829
872
890
1179
325
307
271
811
427
678
723
188
256
269
228
391
254
219
221
365
430
217
389
252
667
418
290
440
278
1059
240
246
194
181
253
170
237
166
200
169
179
179
200
200
232
228
243
169
207
207
313
352
397
334
428
405
761
589
521
498
480
703
548
857
695
473
514
491
442
339
416
282
345
270
926
383
377
309
207
329
653
744
618
336
387
658
456
505
607
464
689
598
484
487
578
618
463
499
521
585
1072
462
475
539
386
381
569
502
861
570
608
464
563
738
362
874
627
404
1386
572
462
317
531
440
678
462
1193
820
346
332
315
186
113
97
85
1310
325
497
492
423
940
519
220
156
260
235
262
126
156
93
200
189
474
397
622
433
567
434
430
607
427
488
364
290
365
321
347
330
516
312
370
369
319
313
779
181
188
1237
499
419
444
532
360
353
314
400
327
532
431
357
522
470
401
1115
753
897
889
854
699
1163
899
734
721
783
615
277
1132
728
464
666
418
347
238
208
272
283
292
214
316
503
498
536
453
769
486
478
637
599
760
218
157
292
154
346
1163
221
203
256
