duration_sec
342
205
281
300
337
364
338
789
293
272
227
430
183
227
962
777
476
760
375
370
466
367
373
389
410
620
815
1023
199
176
314
189
251
222
236
217
209
249
328
191
365
422
386
516
327
337
1422
674
502
630
616
450
643
489
568
705
820
645
512
654
656
567
628
1194
1235
281
275
303
244
239
290
272
366
283
260
269
277
296
429
227
321
485
433
342
289
411
273
264
250
248
248
256
224
293
294
174
210
338
293
214
281
235
751
618
943
1016
1200
721
774
362
845
1001
1027
806
1501
533
488
655
426
438
555
585
610
592
515
380
503
669
682
544
446
374
882
791
1365
590
460
500
536
495
347
481
450
1479
404
360
368
417
411
380
493
551
985
450
521
1229
976
670
200
247
281
278
267
239
235
250
361
306
201
657
216
262
321
410
205
362
238
346
375
223
351
212
486
405
148
166
181
167
140
118
193
112
260
192
230
192
531
249
394
225
398
228
206
229
377
203
103
629
581
518
418
484
1005
1150
1322
1193
980
944
749
975
1102
1032
660
1040
301
796
812
807
801
932
1364
1267
150
143
134
123
241
169
160
136
646
1303
312
548
596
885
444
872
740
797
1334
459
756
611
395
410
559
721
656
1194
848
513
326
424
862
512
465
543
477
728
279
295
394
270
312
406
477
403
611
301
456
580
415
486
427
529
341
385
472
386
293
411
194
244
129
203
288
187
216
582
169
202
259
307
251
279
270
289
493
385
401
603
478
368
1476
407
524
914
1398
755
1056
1193
1079
1122
748
1027
1193
624
1092
906
865
536
328
646
760
889
1070
1408
1406
627
146
1327
1231
1167
1229
1518
860
676
223
233
396
240
258
223
196
222
252
421
391
377
407
500
509
620
473
806
916
627
184
81
339
253
1228
300
559
947
219
308
737
1043
410
255
819
1251
1145
777
883
945
1213
751
924
667
776
499
317
647
1019
785
310
312
493
588
601
841
1328
1083
961
792
912
192
532
114
688
1014
293
276
313
145
172
154
169
186
205
383
1053
789
514
1331
1238
1234
1518
1436
1042
937
954
383
527
756
1442
1320
668
448
640
719
1128
294
432
697
366
306
851
380
848
1164
741
1234
831
573
525
682
594
372
363
569
383
446
285
859
781
646
857
1196
449
448
608
297
269
304
210
446
627
555
401
447
463
387
532
1107
494
986
1013
615
815
300
162
183
208
266
194
253
165
264
256
245
271
209
219
331
257
236
209
237
230
195
178
244
168
211
233
281
422
230
266
265
421
70
151
623
130
229
896
64
140
96
260
353
928
300
185
264
295
191
184
224
422
583
546
235
535
336
262
532
1236
486
878
995
713
1044
922
1410
1064
985
807
1457
1487
1428
1354
1217
1256
1120
1385
1106
1179
1210
1107
1250
633
806
506
435
855
330
306
372
989
729
975
978
773
1449
332
372
966
376
419
1156
348
435
845
1230
1253
406
497
592
358
474
404
541
383
1468
611
634
1018
787
697
898
546
375
353
408
340
390
310
367
373
438
448
250
541
479
596
490
1012
1003
1241
1168
1121
1341
809
1299
676
656
753
541
455
529
435
571
584
623
646
299
1000
339
366
347
504
395
73
63
177
276
175
233
896
895
973
1103
891
688
480
576
885
672
1393
905
879
880
805
718
522
687
542
608
580
582
635
553
607
566
1112
541
515
489
630
604
1046
851
834
801
976
878
1093
333
835
127
132
996
1402
1199
1434
177
270
333
303
262
359
376
427
506
786
500
396
450
469
615
674
543
830
1314
861
661
600
685
530
448
220
199
108
949
528
321
205
206
191
315
313
156
271
1156
1313
425
385
416
314
328
322
323
510
358
247
488
145
321
302
383
606
998
506
794
583
550
1138
639
745
637
671
689
947
776
748
835
794
545
755
843
691
413
588
668
1399
1250
887
1078
1198
460
400
588
402
382
488
881
975
1212
831
511
378
371
837
544
632
742
705
609
677
685
637
666
706
1149
443
434
438
456
529
503
457
415
453
430
471
441
243
235
236
1268
175
232
649
977
658
510
718
1134
750
1245
640
840
856
338
278
480
351
791
254
182
215
345
317
246
230
510
311
722
846
798
1493
972
731
690
441
595
305
348
252
366
1236
771
815
539
547
682
545
779
639
947
863
709
1297
839
777
1299
256
263
360
335
280
313
200
217
263
361
189
1016
327
982
999
837
867
972
991
1235
1168
906
827
616
1126
547
733
757
636
1080
623
1093
1063
606
551
484
492
490
426
530
590
575
403
520
474
445
436
479
715
558
555
511
435
450
496
533
428
521
439
492
341
1023
360
303
236
257
270
307
246
259
365
353
322
1117
184
295
544
172
205
148
131
574
147
117
180
100
143
114
209
524
849
128
181
593
1165
1046
918
996
896
1091
1005
1151
1214
667
885
609
745
740
830
1319
964
1036
641
1040
799
612
1011
968
832
731
543
501
703
486
597
730
474
449
461
721
730
742
802
737
682
1062
670
736
667
723
863
750
845
1028
863
611
756
666
949
289
517
419
263
415
278
1206
1359
1095
1208
1473
1242
818
621
597
1031
1027
219
742
179
214
219
229
302
326
189
262
235
190
247
310
244
208
212
321
327
694
703
352
532
528
1271
444
349
449
298
532
527
652
614
510
746
598
1207
1161
1083
914
667
678
849
785
648
701
692
801
602
855
525
463
408
409
583
